lat,lng,max temp,humidity,cloudiness,wind speed,country,date
54.7167,158.6167,264.15,89,100,4.11,RU,1644186271
-0.4139,-65.0192,298.53,82,100,1.98,BR,1644186272
15.1,-85.5333,304.28,67,77,1.44,HN,1644186273
28.6585,-17.9182,290.01,67,40,8.49,ES,1644186275
34.8014,-106.5436,278.97,53,78,5.83,US,1644186276
-6.8844,112.2051,298.26,89,100,2.26,ID,1644186278
61.5996,5.0328,277.13,70,20,11.32,NO,1644186279
49.7059,20.422,278.57,75,100,7.18,PL,1644186280
64.75,177.4833,244.43,76,0,3,RU,1644186015
64.1835,-51.7216,258.49,56,75,7.72,GL,1644186284
-8.6199,122.2111,299.85,82,17,3.45,ID,1644186285
21.4447,-157.8378,300.99,70,75,4.02,US,1644186286
11.2833,-15.8333,298.52,72,3,7.79,GW,1644186289
61.95,159.2333,254.83,70,0,3.92,RU,1644186291
61.67,96.37,253.16,99,99,0.99,RU,1644186293
-13.6833,48.45,296.42,93,38,1.37,MG,1644186294
-11.9472,-75.2829,283.71,83,99,3.17,PE,1644186296
34.5667,76.1,262.41,94,100,0.79,IN,1644186297
39.447,-86.1758,276.3,69,45,2.77,US,1644186298
29.1212,71.7446,287.69,40,1,4.01,PK,1644186300
11.8636,-15.5977,297.21,78,2,1.54,GW,1644186229
53.1515,16.7378,277.41,81,100,7.98,PL,1644186302
6.3265,99.8432,301.14,69,20,3.6,MY,1644186304
14.8961,-24.4956,295.94,75,0,3.13,CV,1644186305
15.435,119.9045,298.08,73,85,1.41,PH,1644186307
-27.3667,-70.3333,294.98,33,0,2.98,CL,1644186310
-22.116,14.2845,293.63,78,92,2.21,NA,1644186311
29.6486,-81.6376,286.18,94,100,3.26,US,1644186313
29.0331,21.5482,287.91,31,21,2.55,LY,1644186314
36.757,-90.3929,278.09,52,0,3.09,US,1644186279
49.8333,3.3333,281.2,75,73,10.26,FR,1644186316
45.3167,55.2,271.41,79,39,3.16,KZ,1644186318
62.5833,6.1333,277.54,75,20,6.17,NO,1644186319
-23.1333,150.7333,297.03,69,5,6.12,AU,1644186320
-2.0226,147.2712,300.85,80,100,2.89,PG,1644186322
51.3813,1.3862,280.35,65,66,7.15,GB,1644186188
44.0787,-80.2041,270.32,76,76,6.71,CA,1644186324
-28.8667,153.5667,295.25,83,75,6.17,AU,1644186326
-22.4333,-151.3333,299.15,77,70,7.01,PF,1644186327
70.0311,20.9714,271.01,67,63,7.37,NO,1644186328
39.2342,106.3439,264.64,94,100,0.73,CN,1644186330
0.3925,9.4537,299.49,82,28,4.09,GA,1644186331
-3.0167,16.9,296.84,82,85,1.09,CD,1644186332
-3,33.0833,291.9,74,91,0.89,TZ,1644186334
42.5397,128.9972,259.43,87,26,2.56,CN,1644186335
63.8424,-22.4338,271.41,69,100,6.17,IS,1644186336
9.6989,10.2744,295.66,23,0,2.82,NG,1644186338
-17.8333,-149.2667,300.13,73,67,9.72,PF,1644186339
60.5681,9.1027,264.18,95,76,1.97,NO,1644186340
4.8845,-1.7554,299.77,83,86,4.09,GH,1644186342
-2.9022,-40.8411,300.11,79,33,6.55,BR,1644186056
-19.55,169.2667,300.21,94,100,1.54,VU,1644186344
42.6,-84.3833,273.94,63,0,2.57,US,1644186346
0.6617,30.2748,290.93,42,75,1.18,UG,1644186347
48.3333,1,282.15,85,100,11.81,FR,1644186348
-0.9492,100.3543,297.75,78,100,1.46,ID,1644186281
64.5635,39.8302,260.21,91,99,5.11,RU,1644186351
-5.0892,-81.1144,298.46,71,46,7.49,PE,1644186352
-37.8333,140.7667,294.1,49,0,5.66,AU,1644186355
29.5623,103.7639,278.6,90,100,1.09,CN,1644186356
14.9215,-23.5087,294.45,78,20,9.77,CV,1644186357
16.4145,-3.6708,294,11,0,4.7,ML,1644186358
40.922,14.5329,286.13,90,74,4.92,IT,1644186360
69.3,139.9,235.77,98,69,2.42,RU,1644186361
-3.0833,34.15,289.71,93,99,2.52,TZ,1644186363
-21.1897,-46.9803,293.12,97,100,1.42,BR,1644186364
40.0833,-105.3505,274,48,75,2.24,US,1644186066
17.65,83.2667,292.33,94,20,1.03,IN,1644186366
60.9167,-46.05,259.27,83,100,0.72,GL,1644186368
-37.8811,147.981,292.68,67,27,1.95,AU,1644186369
3.1191,35.5973,303.85,24,100,0.97,KE,1644186370
20.15,92.9,288.41,63,42,3.39,MM,1644186144
18.425,-65.8329,296.16,94,100,4.12,PR,1644186373
-7.0455,112.7351,298.12,90,100,1.7,ID,1644186374
63.05,179.3167,245.7,97,37,2.93,RU,1644186376
-6.6447,-51.995,297.29,92,87,0.71,BR,1644186179
43.9015,-70.4703,268.2,78,100,1.87,US,1644186378
-23.7,133.8833,291.9,77,0,0,AU,1644186380
61.8106,51.5806,264.15,94,100,2.78,RU,1644186381
-17.7833,-57.7667,297.93,94,98,1.76,BO,1644186383
53.6667,124.8,248.67,98,34,0.63,RU,1644186384
17.8167,76.3,294.73,32,81,2.91,IN,1644186385
-6.9811,-34.8339,300.52,70,8,5.64,BR,1644186304
-12.974,40.5178,299.54,89,75,4.12,MZ,1644186388
22.814,-82.7561,299.25,49,0,1.94,CU,1644186389
16.566,104.751,292.44,79,91,1.25,LA,1644186390
64.8989,45.7622,264.7,93,100,3.76,RU,1644186194
53.7453,62.0708,253.75,98,79,1.34,KZ,1644186393
39.2667,141.8833,270.06,63,5,2.08,JP,1644186395
51.1,66.3167,262.17,88,100,3.93,KZ,1644186397
4.6833,12.3667,294.08,31,25,0.99,CM,1644186398
-2.1861,-56.7131,297.01,98,100,0.47,BR,1644186400
14.5094,-92.1933,305.43,64,20,4.61,GT,1644186401
59.6289,112.7406,257.71,99,100,1.36,RU,1644186402
32.442,105.823,274.07,82,91,1.72,CN,1644186404
7.7669,-72.225,296.25,62,81,0.52,VE,1644186405
56.801,59.9303,252.1,100,100,1.57,RU,1644186406
47.2151,-1.7217,284.97,88,75,7.2,FR,1644186408
2.9167,73.5667,300.63,65,64,4.52,MV,1644186409
18.5007,102.4166,291.36,86,86,0.89,LA,1644186410
-32.7167,152.15,296.18,72,72,1.79,AU,1644186412
35,132.2167,276.65,60,95,4.39,JP,1644186413
26.1842,127.7558,287.75,63,75,2.06,JP,1644186414
67.667,12.6934,273.19,62,100,6.46,NO,1644186416
-21.6403,-41.0511,298.41,85,0,9.18,BR,1644186417
22.6783,-3.9836,294.25,12,18,4.75,ML,1644186419
46.5389,138.3297,258.38,73,69,3.29,RU,1644186420
38.1419,41.0081,270.31,67,52,1.4,TR,1644186421
41.2835,-70.0995,272.21,65,20,3.6,US,1644186423
9.7531,122.4739,296.79,85,100,4.07,PH,1644186424
48.7333,4.5833,283.63,91,100,9.48,FR,1644186425
38.7333,-27.0667,288.57,100,75,7.42,PT,1644186427
39.3558,-9.3811,285.98,73,30,5.84,PT,1644186435
-45.5752,-72.0662,301.49,45,7,2.34,CL,1644186438
-3.9443,119.7848,296.43,97,97,0.61,ID,1644186439
36.365,6.6147,279.82,87,20,0,DZ,1644186440
58.3019,-134.4197,277.51,96,100,2.68,US,1644186286
48.6499,-53.1147,263.21,63,99,10.5,CA,1644186443
43.2956,132.4675,248.85,93,73,0.95,RU,1644186445
33.2833,134.15,270.17,58,41,4.56,JP,1644186446
51.1786,49.6769,264.31,93,100,3.59,RU,1644186448
26.5921,12.7805,286.65,22,60,3.21,LY,1644186449
-40.8135,-62.9967,294.01,52,2,6.92,AR,1644186450
57.6409,18.296,275.27,87,100,3.6,SE,1644186452
20.5169,-13.0499,296.22,10,0,2.42,MR,1644186256
-3.4167,114.85,297.2,94,100,1.03,ID,1644186454
-14.2426,31.3253,290.22,96,84,1.54,ZM,1644186456
-3.3667,135.4833,298.11,89,99,0.99,ID,1644186305
40.6167,120.7167,259.97,85,29,1.74,CN,1644186458
-13.275,-50.1628,297.85,83,93,2.21,BR,1644186373
